SOURCEURL,Date,Event name,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author,Type
https://northafricapost.com/92458-enhanced-cooperation-between-togo-and-russia-sahel-security-and-economic-partnerships-at-the-heart-of-discussions-in-moscow.html,11/19/2025,Togo-Russia: Sahel security and economic partnerships at the heart of talks in Moscow – The North Africa Post,RUS | TGO,RUS | TGO,TO,,,,11/19/2025,Togo-Russia: Sahel security and economic partnerships at the heart of talks in Moscow – The North Africa Post,,3,0,The Patriot Post,en,PRESIDENT | RUSSIAN | TOGO,RUSSIAN | TOGO,['Engage in negotiation'],,DIP
https://tass.com/politics/2045793,11/19/2025,Russia to continue to assist Egypt in all stages of nuclear project — Putin - Russian Politics & Diplomacy - TASS,RUS,EGY,EG,,,,11/19/2025,Russia to continue to assist Egypt in all stages of nuclear project — Putin - Russian Politics & Diplomacy - TASS,"Rosatom is ready to share its unique technologies with Egypt and others, the president stressed",2,1.414213562,MyJoyOnline,en-US,RUSSIA,EGYPTIAN | EGYPT,"['Express intent to cooperate, not specified below', 'Engage in material cooperation, not specified below']",,SEC
https://www.terradaily.com/reports/Russian_army_present_in_six_African_countries_state_TV_999.html,11/18/2025,Russian army present in six African countries: state TV,RUS,RUS | AFR,ML,,,"Earth News, Earth Sciences, Climate Change, Energy Technology, Environment News",11/18/2025,Russian army present in six African countries: state TV,"Moscow (AFP) Nov 17, 2025 - The Russian army is operating in six African countries, state TV reported in a rare high-profile acknowledgement of the extent of Moscow's official military presence on the continent.",5,4.053146926,Moneycontrol,en,RUSSIAN,CORRESPONDENT | RUSSIA | AFRICA,"['Make statement, not specified below', 'Cooperate militarily']",,SEC
https://libyaobserver.ly/news/hebrew-media-libya-arrested-2-orthodox-jews-israeli-and-russian-citizenships,11/18/2025,Hebrew Media: Libya arrested 2 Orthodox Jews with Israeli and Russian citizenships | The Libya Observer,LBY,RUS,LY,,,"Israel,Libyan Jews",11/18/2025,Hebrew Media: Libya arrested 2 Orthodox Jews with Israeli and Russian citizenships | The Libya Observer,"Hodhod network, which monitors and tracks everything published by Israeli media and leadership, said that Libya ""arrested two Orthodox Jews holding Israeli and Russian citizenships nearly three weeks ago. According to the network, citing Hebrew-language media, one of the detainees attempted to enter a Jewish synagogue in Tripoli. It added that Libya released the two men after 11 days in detention following intervention by the Russian consulate in Tripoli, after which they were deported to Moscow.",3,6.92820323,The South African,en-ZA,LIBYA,RUSSIAN,"['Return, release, not specified below', 'Arrest, detain, or charge with legal action']",Nobantu Cala,DIP
https://www.republicoftogo.com/toutes-les-rubriques/in-english/lome-balances-east-and-west-as-gnassingbe-holds-talks-in-moscow,11/18/2025,Lomé balances East and West as Gnassingbé holds talks in Moscow - République Togolaise,GIN | RUS,RUS,GV | TO,,,,11/18/2025,Lomé balances East and West as Gnassingbé holds talks in Moscow - République Togolaise,"Faure Gnassingbé arrived in Moscow on Tuesday for a two-day official visit, with a high-profile meeting scheduled on Wednesday with Russian President Vl...",3,0,Winnipeg Free Press,en-US,GUINEA | MOSCOW,MOSCOW,['Engage in negotiation'],,DIP
https://www.theweek.in/news/defence/2025/11/18/russia-ships-out-fifth-generation-fighter-su-57-to-mystery-foreign-client-it-was-pitched-to-india-too.html,11/18/2025,Russia ships out fifth-generation fighter Su-57 to mystery foreign client. It was pitched to India too- The Week,RUS,RUS,AG,,,"su-57, su-57e, russia, stealth fighter, fifth-generation fighter, sukhoi, fighter jet export, military aircraft, defense news, su-57 delivery, united aircraft corporation, algeria, dubai air show, f-35 alternative",11/18/2025,Russia ships out fifth-generation fighter Su-57 to mystery foreign client. It was pitched to India too- The Week,"Russia has successfully delivered its fifth-generation stealth multirole fighter, the Su-57, to an undisclosed foreign client under an export agreement",3,0,,,RUSSIAN | RUSSIA,CORPORATION | RUSSIA,"['Make statement, not specified below']",,SEC
http://en.kremlin.ru/events/president/news/78489,11/18/2025,"On November 19, the President of Russia will take part in a ceremony for installing the reactor pressure vessel for the power unit of the El Dabaa NPP in Egypt and will also hold talks with President of the Council of Ministers of Togo • President of Russia",RUS,TGO,TO,,,"News ,For the Media ,Announcements ,President",11/18/2025,"On November 19, the President of Russia will take part in a ceremony for installing the reactor pressure vessel for the power unit of the El Dabaa NPP in Egypt and will also hold talks with President of the Council of Ministers of Togo • President of Russia",,2,0,Ecofin Agency,en-gb,MOSCOW,PRESIDENT | TOGOLESE,['Express intent to meet or negotiate'],Ecofin Agency,DIP
https://www.intrafish.com/whitefish/russia-kicks-off-surimi-exports-to-south-africa/2-1-1900807,11/18/2025,"No frozen pollock from Russia to South Africa, but surimi export has begun | Intrafish",RUS,AFR,SF,,,,11/18/2025,"No frozen pollock from Russia to South Africa, but surimi export has begun | Intrafish","The volume amounts to a modest 85 metric tons, but for a country looking for new markets it is considered a start.",1,0,The Daily Beast,en,RUSSIA,AFRICA,['Cooperate economically'],,ECON
https://www.africa-newsroom.com/press/egypt-presidents-elsisi-and-putin-witness-the-installation-of-pressure-vessel-for-the-first-nuclear-unit,11/18/2025,APO Group - Africa Newsroom / Press release | Egypt: Presidents El-Sisi and Putin Witness the Installation of Pressure Vessel for the First Nuclear Unit,EGY | RUS,RUS | EGY,EG,,,The participation of President El-Sisi and President Putin in this significant event demonstrates the strength of the strategic relations between the two countries,11/18/2025,APO Group - Africa Newsroom / Press release | Egypt: Presidents El-Sisi and Putin Witness the Installation of Pressure Vessel for the First Nuclear Unit,Egypt: Presidents El-Sisi and Putin Witness the Installation of Pressure Vessel for the First Nuclear Unit,10,1.641679357,Sowetan,en,EGYPT | SPOKESMAN | RUSSIAN FEDERATION | RUSSIA,RUSSIA | RUSSIAN FEDERATION | EGYPT,"['Express intent to cooperate, not specified below', 'Engage in symbolic act', 'Praise or endorse']",,DIP
https://www.hometownstations.com/news/world/un-is-set-to-vote-on-the-us-plan-for-next-steps-in-gaza-but/article_ca22034d-3379-5beb-be01-85a71d66eefa.html,11/18/2025,UN is set to vote on the US plan for next steps in Gaza but it may all come down to Russia | News | hometownstations.com,RUS,,EG,,,"world, national",11/18/2025,UN is set to vote on the US plan for next steps in Gaza but it may all come down to Russia | News | hometownstations.com,"The U.N. Security Council is set to vote on a U.S. plan for Gaza, but a big question remains: Will Russia veto it?",1,0,,en,RUSSIA,,['Veto'],,DIP
https://www.fastmarkets.com/insights/rusal-aluminium-smelter-ethiopia-andrea-hotter/,11/18/2025,Rusal's $1B aluminium smelter in Ethiopia | Hotter Commodities,RUS,ETH,ET,,,,11/18/2025,Rusal's $1B aluminium smelter in Ethiopia | Hotter Commodities,Discover how Rusal's $1 billion aluminium smelter in Ethiopia could reshape African aluminium production despite key challenges.,1,0,The National,en,RUSSIAN,ETHIOPIA,['Provide economic aid'],,ECON
https://chimpreports.com/russian-influencers-to-spotlight-uganda/,11/17/2025,Russian Influencers to Spotlight Uganda | ChimpReports,UGA,RUS,UG,,,,11/17/2025,Russian Influencers to Spotlight Uganda | ChimpReports,"Kampala, November 10th, 2025: The Ministry of Foreign Affairs and the Ugandan Embassy to The Russian Federation have welcomed a delegation of top Russian influencers on a cultural and tourism immersion experience aimed at showcasing the country’s beauty, warmth, and adventure to international audiences. The visit, spearheaded by the Ugandan Embassy to the Russian Federation, …",2,0,SpotlightNepal,en,UGANDA,VLADIMIR,['Host a visit'],New Spolight Magazine,INFO
"https://www.africaintelligence.com/west-africa/2025/11/17/faure-gnassingbe-s-business-and-security-agenda-with-vladimir-putin,110560528-art",11/17/2025,Togo • Faure Gnassingbé's business and security agenda with Vladimir Putin,RUS,TGO,TO,,,,11/17/2025,Togo • Faure Gnassingbé's business and security agenda with Vladimir Putin,"From 17 to 19 November, the Togolese head of state will meet with his Russian counterpart to discuss the deteriorating security situation in the Sahel. Leading a delegation of private sector",2,0,Ecofin Agency,en-gb,RUSSIAN,TOGOLESE | TOGO,['Express intent to meet or negotiate'],Ecofin Agency,SEC
https://tass.com/politics/2044703,11/17/2025,Russia works with Africa to organize ministerial meeting in Cairo — Foreign Ministry - Russian Politics & Diplomacy - TASS,EGY | RUS,RUS | EGY,EG,,,,11/17/2025,Russia works with Africa to organize ministerial meeting in Cairo — Foreign Ministry - Russian Politics & Diplomacy - TASS,"Tatyana Dovgalenko, Director of the Department for Partnership with Africa at the Russian Foreign Ministry, said that Moscow counts on the active participation of its partners from Africa",3,1.732050808,,en-US,CAIRO | RUSSIA,RUSSIA | CAIRO | MINIST,"['Consult, not specified below', 'Appeal to others to meet or negotiate']",,DIP
https://www.spacewar.com/afp/251117103145.f6qjjyd4.html,11/17/2025,Russian army present in six African countries: state TV,RUS,RUS | AFR,ML,,,"space, astronomy, space science, earth, mars, jupiter, rocket, satellite, launch, space station, NASA, shuttle, astronaut, missile, asteroid, comets, planets, moon, stars",11/17/2025,Russian army present in six African countries: state TV,METATEXT,5,4.053146926,,en_US,RUSSIAN,CORRESPONDENT | RUSSIA | AFRICA,"['Make statement, not specified below', 'Cooperate militarily']",,SEC
https://www.mirror.co.uk/news/uk-news/putin-poisoned-novichok-eyeballs-twitched-36260038,11/17/2025,"Putin poisoned me with Novichok, my eyeballs twitched then I started dying' - The Mirror",GBR,RUS,ZI,,,"BMW, Mail on Sunday, MI6, Foreign Office, Sainsbury's, Michael Mansfield, Vladimir Putin, CCTV, Car parks, CCTV footage",11/17/2025,"Putin poisoned me with Novichok, my eyeballs twitched then I started dying' - The Mirror","Sergei Skripal, 74, and his daughter Yulia, 33, nearly died after being targeted by Russian assassins in Salisbury on March 4th 2018. An inquiry has already heard how the pair were 'sitting ducks'",1,0,UPI,en,BRITAIN,RUSSIA,['Host a visit'],,SEC
https://www.frontpagemag.com/sudans-silent-world-war/,11/17/2025,Sudan’s Silent World War | Frontpage Mag,RUS,,SU,,,,11/17/2025,Sudan’s Silent World War | Frontpage Mag,The proxy bloodbath nobody’s watching.,2,3.111269837,The Citizen,en,RUSSIA,NAVAL BASE | MILITIA,"['Appeal, not specified below', 'Provide economic aid']",Faizel Patel,INFO
https://www.nationalheraldindia.com/international/egypt-and-russia-discuss-us-backed-gaza-resolution-in-high-level-call,11/17/2025,Egypt and Russia discuss US-backed Gaza resolution in high-level call,EGY,RUS,EG,,,"Egypt,Russia,Gaza",11/17/2025,Egypt and Russia discuss US-backed Gaza resolution in high-level call,"Beyond the Gaza file, Abdelatty and Lavrov also review bilateral ties and exchanged views on Iran’s nuclear programme",2,0,EA WorldView,en-US,EGYPT,RUSSIA,"['Consult, not specified below']",Scott Lucas,DIP
https://medafricatimes.com/42970-egypt-russia-deepen-strategic-dialogue-on-gaza-sudan-and-regional-stability.html,11/17/2025,"Egypt, Russia Deepen Strategic Dialogue on Gaza, Sudan and Regional Stability – Medafrica Times",EGY | RUS,RUS | EGY,EG,,,,11/17/2025,"Egypt, Russia Deepen Strategic Dialogue on Gaza, Sudan and Regional Stability – Medafrica Times",,2,0,,,EGYPT | RUSSIAN,RUSSIAN | EGYPT,"['Consult, not specified below']",,DIP
https://www.mirror.co.uk/news/uk-news/novichock-victims-russian-assassins-reveal-36254441,11/16/2025,Novichok victims of Russian assassins reveal details of attack for first time - The Mirror,GBR | RUS,RUS | GBR,ZI,,,"MI6, Mail on Sunday, Foreign Office, Vladimir Putin, CCTV, Car parks, CCTV footage, Salisbury, Wiltshire, Novichok poisoning",11/16/2025,Novichok victims of Russian assassins reveal details of attack for first time - The Mirror,A former Russian spy and his daughter who spent weeks in a coma after a horrifying attack on the streets of Britain have now revealed the terrifying details of their ordeal,2,0,Business Day,en,UNITED KINGDOM | RUSSIA,VLADIMIR PUTIN | BRITAIN,['Mobilize or increase armed forces'],,SEC
https://www.universityworldnews.com/post.php?story=20251115124719771,11/16/2025,Ghanaian students urged to consider Russian universities,GHA | RUS,RUS | GHA,GH,,,"university, news, academic, higher education, education, transformative, leadership, academic freedom",11/16/2025,Ghanaian students urged to consider Russian universities,"An international organisation, the Centre for Policy Diplomacy (CPD), has urged Ghanaians who wish to pursue further studies abroad to consider Russia...",6,0.5706721184,Azernews.Az,en,GHANAIAN | ACCRA | RUSSIAN,RUSSIAN | ACCRA,"['Appeal, not specified below', 'Host a visit', 'Make a visit']",,INFO
https://tass.com/politics/2044327,11/16/2025,Russia condemns crimes committed by Rapid Support Forces against civilians in Sudan - Russian Politics & Diplomacy - TASS,RUS,RUS | SDN,SU,,,,11/16/2025,Russia condemns crimes committed by Rapid Support Forces against civilians in Sudan - Russian Politics & Diplomacy - TASS,"The senior Russian diplomat reiterated Russia’s principled position in favor of preserving Sudan’s unity, sovereignty, and territorial integrity",3,1.732050808,Daily Sabah,en_US,DIPLOMAT | RUSSIAN | RUSSIA,RUSSIAN | DIPLOMAT | SUDAN,"['Consult, not specified below', 'Criticize or denounce']",Daily Sabah,DIP
https://tass.com/politics/2044319,11/16/2025,"Top Russian, Egyptian diplomats discuss situation around Iran’s nuclear dossier - Russian Politics & Diplomacy - TASS",IRN,RUS,EG,,,,11/16/2025,"Top Russian, Egyptian diplomats discuss situation around Iran’s nuclear dossier - Russian Politics & Diplomacy - TASS",The two top diplomats also discussed the US-drafted UN Security Council resolution on Gaza and Russia’s amendments to it,1,0,Daily Dispatch,en,IRAN,RUSSIAN,"['Consult, not specified below']",,DIP
https://news.az/news/-why-russia-couldnt-expand-its-military-presence-in-the-red-sea,11/15/2025,Why Russia couldn’t expand its military presence in the Red Sea | News.az,RUS,RUS | BFA,SU | UV | DJ,,,"russia,red sea,sudan,suez canal,andrei chernovol",11/15/2025,Why Russia couldn’t expand its military presence in the Red Sea | News.az,"According to Maritime Executive, Moscow has suspended implementation of the agreement to establish the base, effectively stepping back from plans that...",7,2.445209116,,,POPULATION | RUSSIAN | MOSCOW | RUSSIA,RUSSIAN | BURKINA FASO,"['Make statement, not specified below', 'Deny responsibility', 'Make empathetic comment', 'Yield, not specified below']",,SEC
https://tass.com/politics/2043929,11/14/2025,Russia received no request from South Africa on citizens in special op zone — MFA - Russian Politics & Diplomacy - TASS,RUS,AFR | ZAF,SF,,,,11/14/2025,Russia received no request from South Africa on citizens in special op zone — MFA - Russian Politics & Diplomacy - TASS,"According to Maria Zakharova, if such a request is received from Pretoria, Moscow will be ready to consider it in accordance with established procedures and in the spirit of the strategic partnership",2,0,@mathrubhumi,en,RUSSIA,AFRICA | SOUTH AFRICAN,"['Make statement, not specified below']",,DIP
