SOURCEURL,Date,Event name,Type,cluster,actor1_countries,actor2_countries,event_locations,combined_text_entities,combined_text_entity_types,keywords,first_event_date,title,description,event_count,avg_goldstein_score,site_name,language,actor1_names,actor2_names,event_descriptions,author
https://www.winnipegfreepress.com/world/2025/10/17/putin-is-expected-to-meet-trump-in-hungary-despite-icc-arrest-warrant-for-the-russian-president,2025-10-17,Putin is expected to meet Trump in Hungary despite ICC arrest warrant for the Russian president – Winnipeg Free Press,DIP,,RUS,HUN,ML,,,,2025-10-17,Putin is expected to meet Trump in Hungary despite ICC arrest warrant for the Russian president – Winnipeg Free Press,"Breaking News, Sports, Manitoba, Canada",1,4.0,Winnipeg Free Press,en-US,RUSSIAN,HUNGARY,['Express intent to meet or negotiate'],
https://www.moroccoworldnews.com/2025/10/263874/bourita-lavrov-meeting-morocco-rallies-to-secure-russias-support-for-autonomy-plan/,2025-10-16,Bourita-Lavrov Meeting: Morocco Rallies to Secure Russia’s Support for Autonomy Plan,DIP,,EGY | MAR | RUS,RUS | MAR | EGY,MO,,,,2025-10-16,Bourita-Lavrov Meeting: Morocco Rallies to Secure Russia’s Support for Autonomy Plan,"At a high-level meeting on Thursday, Morocco and Russia discussed regional issues, including the dispute over Western Sahara.",14,2.528571429,Morocco World News,en-US,NASSER | MOROCCO | RABAT | RUSSIA | RUSSIAN,RUSSIAN | RUSSIA | MOSCOW | MOROCCO | RABAT,"['Consult, not specified below', 'Engage in negotiation', 'Praise or endorse', 'Reject, not specified below']",Safaa Kasraoui
https://www.moroccoworldnews.com/2025/10/263934/russian-fm-commends-moroccos-balanced-measured-position-on-ukraine-conflict/,2025-10-16,"Russian FM Commends Morocco’s ‘Balanced, Measured’ Position on Ukraine Conflict",DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,"Russian FM Commends Morocco’s ‘Balanced, Measured’ Position on Ukraine Conflict","Russian Foreign Minister Sergey Lavrov expressed gratitude for Morocco’s “balanced, measured position on the situation in Ukraine and surrounding areas” during the high-level meeting with his Moroccan counterpart Nasser Bourita in Moscow this Thursday.",11,2.881818182,Morocco World News,en-US,MOROCCAN | MOROCCO | RUSSIAN,RUSSIA | RUSSIAN | MOROCCO | MOROCCAN,"['Provide military protection or peacekeeping', 'Investigate, not specified below', 'Consult, not specified below', 'Criticize or denounce', 'Praise or endorse']",Adil Faouzi
http://www.greekherald.com/news/278640022/russia-is-a-close-and-valued-partner-moroccan-fm,2025-10-16,Russia is a close and valued partner  Moroccan FM,DIP,,EGY | MAR | RUS,RUS | MAR,MO,,,"russian moroccan, countries, moscow, the ministers, the international, bourita, nasser, globalforeign minister, highlighted the",2025-10-16,Russia is a close and valued partner  Moroccan FM,"Russian Foreign Minister Sergey Lavrov has held talks with his Moroccan counterpart, Nasser Bourita Read Full Article at RT.com",10,4.0,Greek Herald,en,NASSER | MOROCCAN | MOROCCO | RUSSIAN | RUSSIA,RUSSIAN | SERGEY LAVROV | RUSSIA | MOROCCAN | MOROCCO,"['Engage in negotiation', 'Appeal to others to engage in or accept mediation', 'Consult, not specified below']",
https://www.africanews.com/2025/10/16/russia-and-morocco-pledge-to-deepen-cooperation-during-foreign-ministers-meeting/,2025-10-16,Russia and Morocco pledge to deepen cooperation during foreign ministers meeting | Africanews,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,Russia and Morocco pledge to deepen cooperation during foreign ministers meeting | Africanews,Russian Foreign Minister Sergey Lavrov met with his Moroccan counterpart Nasser Bourita in Moscow on Thursday.,8,4.5,Africanews,en,MOROCCO | MOROCCAN | RUSSIA | SERGEY LAVROV,RUSSIA | SERGEY LAVROV | FOREIGN MINIST | MOROCCO | MOROCCAN,"['Engage in diplomatic cooperation, not specified below', 'Engage in negotiation', 'Express intent to cooperate, not specified below']",AfricaNews
https://www.moroccoworldnews.com/2025/10/263850/bourita-king-mohammed-vi-holds-special-respect-for-president-putin/,2025-10-16,Bourita: King Mohammed VI Holds Special Respect for President Putin,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,Bourita: King Mohammed VI Holds Special Respect for President Putin,"In a high-level meeting in Moscow on Thursday, Moroccan Foreign Minister Nasser Bourita held substantive talks with his Russian counterpart, Sergey Lavrov. The discussions were characterized by positive understanding and harmony.",4,3.6,Morocco World News,en-US,MOROCCAN | MOROCCO | MOSCOW | RUSSIAN,RUSSIA | MOROCCAN,"['Make statement, not specified below', 'Praise or endorse', 'Express intent to meet or negotiate', 'Engage in negotiation']",Adil Faouzi
https://northafricapost.com/91565-russia-describes-morocco-as-an-important-partner-in-africa-on-eve-of-foreign-ministers-visit-to-moscow.html,2025-10-16,Russia describes Morocco as an “important partner” in Africa on eve of Foreign Minister’s visit to Moscow – The North Africa Post,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,Russia describes Morocco as an “important partner” in Africa on eve of Foreign Minister’s visit to Moscow – The North Africa Post,,4,-0.575,,en-US,MOROCCO | RUSSIA | VLADIMIR PUTIN,VLADIMIR PUTIN | MOROCCO,"['Host a visit', 'Make statement, not specified below', 'Make a visit', 'Halt negotiations']",
https://northafricapost.com/91584-morocco-russia-sign-memorandum-to-boost-strategic-partnership.html,2025-10-16,"Morocco, Russia sign memorandum to boost strategic partnership – The North Africa Post",DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,"Morocco, Russia sign memorandum to boost strategic partnership – The North Africa Post",,4,2.35,,en-US,MOROCCO | RUSSIA,RUSSIA | MOROCCO,"['Make a visit', 'Host a visit']",
https://theconversation.com/putins-forever-war-against-the-west-267679,2025-10-16,Putin’s forever war against the west,INFO,,EGY | RUS,RUS | EGY,EG,,,,2025-10-16,Putin’s forever war against the west,"Drone incursions, cyber attacks, election interference: they are all part of a strategy aiming to wear down Russia’s percieved enemies.",4,2.35,The Conversation,en-EUROPE,EGYPT | PRESIDENT | RUSSIA | VLADIMIR,RUSSIA | VLADIMIR | EGYPT | PRESIDENT,"['Host a visit', 'Make a visit']",Jonathan Este
https://tass.com/world/2030945,2025-10-16,Moroccan foreign minister invites Russian counterpart to visit Morocco -  World - TASS,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,Moroccan foreign minister invites Russian counterpart to visit Morocco -  World - TASS,Nasser Bourita also said that he was grateful for the fruitful dialogue with Sergey Lavrov,4,3.175,TASS,,MOROCCAN | RUSSIAN,RUSSIAN | MOROCCAN,"['Express intent to meet or negotiate', 'Make a visit', 'Host a visit']",
https://www.foxnews.com/politics/grenell-praises-trumps-common-sense-foreign-policy-slams-bidens-avoiding-putin,2025-10-16,Trump envoy Grenell slams Biden for avoiding Putin talks for years | Fox News,DIP,,EUR | RUS,RUS | EUR,EG,,,,2025-10-16,Trump envoy Grenell slams Biden for avoiding Putin talks for years | Fox News,"Diplomat Richard Grenell calls President Donald Trump's diplomatic strategy ""common sense"" while slamming Biden's Putin avoidance.",2,1.0,Fox News,en,EUROPE | RUSSIA,RUSSIA | EUROPE,"['Consult, not specified below']",
https://tass.com/politics/2030845,2025-10-16,Russia ready to facilitate settlement processes in Middle East — Lavrov -  Russian Politics & Diplomacy - TASS,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-16,Russia ready to facilitate settlement processes in Middle East — Lavrov -  Russian Politics & Diplomacy - TASS,"The top Russian diplomat emphasized the need for Russia and Morocco to continue coordinating their activities on international platforms, primarily within the United Nations",2,2.35,TASS,,MOROCCO | RUSSIAN,RUSSIAN | MOROCCAN,"['Make a visit', 'Host a visit']",
http://www.bignewsnetwork.com/news/278640081/russia-is-a-close-and-valued-partner-moroccan-fm,2025-10-16,Russia is a 'close and valued partner' - Moroccan FM,DIP,,RUS,,MO,,,"Russian Foreign Minister Sergey Lavrov has held talks with his Moroccan counterpart, Nasser Bourita Read Full Article at RT.com",2025-10-16,Russia is a 'close and valued partner' - Moroccan FM,"Russian Foreign Minister Sergey Lavrov has held talks with his Moroccan counterpart, Nasser Bourita Read Full Article at RT.com",1,3.4,Big News Network.com,en,RUSSIA,,['Praise or endorse'],
https://www.moroccoworldnews.com/2025/10/263926/morocco-russia-from-18th-century-origins-to-188-agreement-strong-relationship/,2025-10-16,Morocco-Russia: From 18th Century Origins to 188-Agreement Strong Relationship,DIP,,RUS,MAR,MO,,,,2025-10-16,Morocco-Russia: From 18th Century Origins to 188-Agreement Strong Relationship,"In Moscow on Thursday, Moroccan Foreign Minister Nasser Bourita and Russian counterpart Sergey Lavrov met for substantive discussions that further strengthened the countries’ long-standing relationship.",1,4.0,Morocco World News,en-US,RUSSIAN,MOROCCO,['Express intent to meet or negotiate'],Adil Faouzi
https://aninews.in/news/world/asia/global-media-leaders-gather-in-moscow-for-17th-assembly-of-russian-world20251016162553/,2025-10-16,Global media leaders gather in Moscow for 17th Assembly of Russian World,INFO,,,RUS,SF,,,"Russian media conclave, Media conclave, Russian Assembly",2025-10-16,Global media leaders gather in Moscow for 17th Assembly of Russian World,"For the first time, the assembly will feature a special session titled ""New Media Dimension: Strengthening Dialogue - Confidence Building"", bringing together foreign and Russian specialists in mass communications. The session is being organised in partnership with TV BRICS International Media Network, the official international information partner of the event.",1,1.9,ANI News,en,MEDIA,MOSCOW,['Make a visit'],
https://www.yahoo.com/news/articles/assad-al-sharaa-putins-desperate-195223334.html,2025-10-16,From Assad to al-Sharaa — Putin's 'desperate attempt' to retain foothold in the Middle East,SEC,,EGY,RUS,EG,,,"Vladimir Putin, Russia, Assad regime, Moscow, Middle East, Donald, Olli Ruohomaki, Kyiv Independent, world leaders, al-Sharaa, Sergey Lavrov",2025-10-16,From Assad to al-Sharaa — Putin's 'desperate attempt' to retain foothold in the Middle East,"Russian President Vladimir Putin met with his Syrian counterpart, Ahmed al-Sharaa, in what experts described as the Kremlin's bid to cling to its foothold in the Middle East amid mounting setbacks and waning influence. The meeting, Russian Foreign Minister Sergey Lavrov said, involved talks on the future of Russia's military facilities — the naval base in Tartus and the Khmeimim air base. The talks came at a time of visible setbacks for Russia's presence in the Middle East. Moscow had planned",1,-0.4,Yahoo News,en-US,EGYPT,RUSSIA,['Make pessimistic comment'],
https://tass.com/politics/2030259,2025-10-16,"Tomahawks for Ukraine, Latvia sends Russians packing: Foreign Ministry briefing -  Russian Politics & Diplomacy - TASS",INFO,,UKR,RUS,MA,,,,2025-10-16,"Tomahawks for Ukraine, Latvia sends Russians packing: Foreign Ministry briefing -  Russian Politics & Diplomacy - TASS","According to Russian Foreign Ministry Spokeswoman Maria Zakharova, Russia firmly rejects any form of blackmail or intimidation",1,5.2,TASS,,KIEV,RUSSIA,['Express intent to provide military aid'],
https://www.aa.com.tr/en/world/putin-accuses-certain-western-elites-of-artificially-disrupting-global-energy-system/3719061,2025-10-16,Putin accuses ‘certain Western elites’ of artificially disrupting global energy system,DIP,,TUR,RUS,EG,,,"nuclear energy,Russia,Vladimir Putin,Anadolu Ajansı",2025-10-16,Putin accuses ‘certain Western elites’ of artificially disrupting global energy system,"Russian president argues energy supply chains are transforming, with logistics increasingly shifting toward Global South - Anadolu Ajansı",1,-2.0,,,ISTANBUL,VLADIMIR PUTIN,"['Accuse, not specified below']",
https://www.marketscreener.com/news/putin-speaks-on-oil-gas-coal-and-nuclear-at-russian-energy-week-ce7d5adcd88cf520,2025-10-16,"Putin speaks on oil, gas, coal and nuclear at Russian Energy Week | MarketScreener",ECON,,RUS,RUS,EG,,,Markets,2025-10-16,"Putin speaks on oil, gas, coal and nuclear at Russian Energy Week | MarketScreener","President Vladimir Putin gave the keynote address at Russian Energy Week 2025 in Moscow.
              Here are some of the main parts of his speech. He spoke in Russian and his words were translated...",1,0.0,MarketScreener,en-US,MOSCOW,VLADIMIR PUTIN,"['Make statement, not specified below']",Reuters
https://oilprice.com/Geopolitics/Africa/Russias-Middle-East-Power-Play-Is-Unravelling.html,2025-10-16,Russia’s Middle East Power Play Is Unravelling | OilPrice.com,DIP,,RUS,SYR,EG,,,"Russia, Middle East, Syria, Assad, Ukraine war, U.S. diplomacy, Israel-Gaza cease-fire, Iran, Putin, waning influence",2025-10-16,Russia’s Middle East Power Play Is Unravelling | OilPrice.com,"Ten years after its intervention in Syria, Russia’s influence in the Middle East has sharply declined as U.S.-led diplomacy takes center stage and Moscow struggles with the costs of its war in Ukraine.",1,0.0,OilPrice.com,en,RUSSIA,SYRIA,"['Make statement, not specified below']",
https://www.moroccoworldnews.com/2025/10/263780/russia-calls-morocco-important-partner-ahead-of-moroccan-fms-moscow-visit/,2025-10-15,Russia Calls Morocco ‘Important Partner’ Ahead of Moroccan FM’s Moscow Visit,DIP,,MAR | RUS,RUS | MAR,MO,,,,2025-10-15,Russia Calls Morocco ‘Important Partner’ Ahead of Moroccan FM’s Moscow Visit,"Russia’s Foreign Ministry called Morocco “an important partner” in Africa on Wednesday, just ahead of a high-level diplomatic visit that will bring Moroccan Foreign Minister Nasser Bourita to Moscow.",4,1.525,Morocco World News,en-US,MOROCCO | MOSCOW | RUSSIA,RUSSIA | MOROCCO | MOSCOW,"['Consult, not specified below', 'Host a visit', 'Make optimistic comment', 'Make a visit']",Issam Toutate
http://www.zimbabwestar.com/news/278637721/russia-and-namibia-bound-by-true-partnership-namibian-president,2025-10-15,Russia and Namibia bound by true partnership  Namibian president,DIP,,NAM,RUS,WA,,,"namibian president, russia and, african, namibian, technology, nandi, energy, cooperation russia, ndemupelila netumbo",2025-10-15,Russia and Namibia bound by true partnership  Namibian president,"Namibia’s president has praised Russia as a reliable ally, citing shared history and plans for deeper economic and technological ties Read Fu",2,3.2,Zimbabwe Star,en,PRESIDENT | NAMIBIA,RUSSIAN | RUSSIA,"['Praise or endorse', 'Appeal, not specified below']",
https://thezimbabwemail.com/tech/mnangagwas-government-signs-cyber-snooping-deal-with-russian-company/,2025-10-15,Mnangagwa’s Government Signs Cyber-Snooping Deal with Russian Company | The Zimbabwe Mail,INFO,,RUS,ZWE,ZI,,,,2025-10-15,Mnangagwa’s Government Signs Cyber-Snooping Deal with Russian Company | The Zimbabwe Mail,,2,3.5,,en-US,RUSSIA,ZIMBABWE,"['Engage in diplomatic cooperation, not specified below']",
http://www.africaleader.com/news/278637729/russia-and-namibia-bound-by-true-partnership-namibian-president,2025-10-15,Russia and Namibia bound by 'true partnership' - Namibian president,DIP,,NAM | RUS,RUS | NAM,WA,,,"Namibia's president has praised Russia as a reliable ally, citing shared history and plans for deeper economic and technological ties Read Full Article at RT.com",2025-10-15,Russia and Namibia bound by 'true partnership' - Namibian president,"Namibia's president has praised Russia as a reliable ally, citing shared history and plans for deeper economic and technological ties Read Full Article at RT.com",2,5.65,Africa Leader,en,NAMIBIA | RUSSIA,RUSSIA | NAMIBIA,"['Appeal, not specified below', 'Provide military aid']",
